strain,replicate,time,od
PAO1,11,825,0.261
PAO1,11,840,0.261
PAO1,11,855,0.26
PAO1,11,870,0.258
PAO1,11,885,0.258
PAO1,11,900,0.256
PAO1,11,915,0.26
PAO1,11,930,0.256
PAO1,11,945,0.256
PAO1,11,960,0.256
PAO1,11,975,0.256
PAO1,11,990,0.257
PAO1,11,1005,0.26
PAO1,11,1020,0.26
PAO1,11,1035,0.261
PAO1,11,1050,0.261
PAO1,11,1065,0.261
PAO1,11,1080,0.262
PAO1,11,1095,0.261
PAO1,11,1110,0.262
PAO1,11,1125,0.26
PAO1,11,1140,0.261
PAO1,11,1155,0.26
PAO1,12,15,0.008
PAO1,12,30,0.006
PAO1,12,45,0.005
PAO1,12,60,0.006
PAO1,12,75,0.007
PAO1,12,90,0.008
PAO1,12,105,0.011
PAO1,12,120,0.016
PAO1,12,135,0.022
PAO1,12,150,0.03
PAO1,12,165,0.042
PAO1,12,180,0.056
PAO1,12,195,0.077
PAO1,12,210,0.098
PAO1,12,225,0.126
PAO1,12,240,0.153
PAO1,12,255,0.177
PAO1,12,270,0.198
PAO1,12,285,0.218
PAO1,12,300,0.241
PAO1,12,315,0.249
PAO1,12,330,0.265
PAO1,12,345,0.274
PAO1,12,360,0.278
PAO1,12,375,0.279
PAO1,12,390,0.278
PAO1,12,405,0.279
PAO1,12,420,0.279
PAO1,12,435,0.278
PAO1,12,450,0.277
PAO1,12,465,0.276
PAO1,12,480,0.277
PAO1,12,495,0.277
PAO1,12,510,0.278
PAO1,12,525,0.28
PAO1,12,540,0.28
PAO1,12,555,0.279
PAO1,12,570,0.278
PAO1,12,585,0.277
PAO1,12,600,0.277
PAO1,12,615,0.276
PAO1,12,630,0.276
PAO1,12,645,0.273
PAO1,12,660,0.275
PAO1,12,675,0.274
PAO1,12,690,0.273
PAO1,12,705,0.271
PAO1,12,720,0.27
PAO1,12,735,0.269
PAO1,12,750,0.27
PAO1,12,765,0.27
PAO1,12,780,0.269
PAO1,12,795,0.266
PAO1,12,810,0.267
PAO1,12,825,0.264
PAO1,12,840,0.269
PAO1,12,855,0.267
PAO1,12,870,0.27
PAO1,12,885,0.273
PAO1,12,900,0.272
PAO1,12,915,0.271
PAO1,12,930,0.273
PAO1,12,945,0.273
PAO1,12,960,0.274
PAO1,12,975,0.273
PAO1,12,990,0.272
PAO1,12,1005,0.272
PAO1,12,1020,0.273
PAO1,12,1035,0.274
PAO1,12,1050,0.273
PAO1,12,1065,0.275
PAO1,12,1080,0.274
PAO1,12,1095,0.272
PAO1,12,1110,0.274
PAO1,12,1125,0.273
PAO1,12,1140,0.274
PAO1,12,1155,0.271
PAO1,13,15,0.006
PAO1,13,30,0.005
PAO1,13,45,0.004
PAO1,13,60,0.005
PAO1,13,75,0.006
PAO1,13,90,0.008
PAO1,13,105,0.011
PAO1,13,120,0.015
PAO1,13,135,0.02
PAO1,13,150,0.027
PAO1,13,165,0.037
PAO1,13,180,0.052
PAO1,13,195,0.07
PAO1,13,210,0.093
PAO1,13,225,0.118
PAO1,13,240,0.149
PAO1,13,255,0.172
PAO1,13,270,0.196
PAO1,13,285,0.211
PAO1,13,300,0.229
PAO1,13,315,0.247
PAO1,13,330,0.258
PAO1,13,345,0.27
PAO1,13,360,0.274
PAO1,13,375,0.276
PAO1,13,390,0.277
PAO1,13,405,0.275
PAO1,13,420,0.277
PAO1,13,435,0.276
PAO1,13,450,0.274
PAO1,13,465,0.276
PAO1,13,480,0.274
PAO1,13,495,0.274
PAO1,13,510,0.273
PAO1,13,525,0.273
PAO1,13,540,0.272
PAO1,13,555,0.272
PAO1,13,570,0.271
PAO1,13,585,0.27
PAO1,13,600,0.27
PAO1,13,615,0.269
PAO1,13,630,0.269
PAO1,13,645,0.268
PAO1,13,660,0.268
PAO1,13,675,0.269
PAO1,13,690,0.267
PAO1,13,705,0.266
PAO1,13,720,0.266
PAO1,13,735,0.264
PAO1,13,750,0.264
PAO1,13,765,0.264
PAO1,13,780,0.264
PAO1,13,795,0.263
PAO1,13,810,0.262
PAO1,13,825,0.262
PAO1,13,840,0.262
PAO1,13,855,0.261
PAO1,13,870,0.261
PAO1,13,885,0.26
PAO1,13,900,0.26
PAO1,13,915,0.261
PAO1,13,930,0.26
PAO1,13,945,0.26
PAO1,13,960,0.259
PAO1,13,975,0.259
PAO1,13,990,0.26
PAO1,13,1005,0.258
PAO1,13,1020,0.264
PAO1,13,1035,0.258
PAO1,13,1050,0.262
PAO1,13,1065,0.261
PAO1,13,1080,0.263
PAO1,13,1095,0.261
PAO1,13,1110,0.261
PAO1,13,1125,0.263
PAO1,13,1140,0.259
PAO1,13,1155,0.26
PAO1,14,15,0.001
PAO1,14,30,0.001
PAO1,14,45,0.001
PAO1,14,60,0.002
PAO1,14,75,0.003
PAO1,14,90,0.005
PAO1,14,105,0.008
PAO1,14,120,0.011
PAO1,14,135,0.016
PAO1,14,150,0.023
PAO1,14,165,0.033
PAO1,14,180,0.046
PAO1,14,195,0.063
PAO1,14,210,0.085
PAO1,14,225,0.108
PAO1,14,240,0.136
PAO1,14,255,0.163
PAO1,14,270,0.193
PAO1,14,285,0.212
PAO1,14,300,0.237
PAO1,14,315,0.258
PAO1,14,330,0.272
PAO1,14,345,0.29
PAO1,14,360,0.306
PAO1,14,375,0.316
PAO1,14,390,0.326
PAO1,14,405,0.334
PAO1,14,420,0.343
PAO1,14,435,0.352
PAO1,14,450,0.361
PAO1,14,465,0.364
PAO1,14,480,0.359
PAO1,14,495,0.352
PAO1,14,510,0.349
PAO1,14,525,0.345
PAO1,14,540,0.344
PAO1,14,555,0.339
PAO1,14,570,0.335
PAO1,14,585,0.326
PAO1,14,600,0.321
PAO1,14,615,0.327
PAO1,14,630,0.324
PAO1,14,645,0.321
PAO1,14,660,0.32
PAO1,14,675,0.314
PAO1,14,690,0.315
PAO1,14,705,0.313
PAO1,14,720,0.313
PAO1,14,735,0.31
PAO1,14,750,0.309
PAO1,14,765,0.31
PAO1,14,780,0.307
PAO1,14,795,0.306
PAO1,14,810,0.3
PAO1,14,825,0.298
PAO1,14,840,0.304
PAO1,14,855,0.302
PAO1,14,870,0.299
PAO1,14,885,0.292
PAO1,14,900,0.288
PAO1,14,915,0.29
PAO1,14,930,0.286
PAO1,14,945,0.286
PAO1,14,960,0.285
PAO1,14,975,0.284
PAO1,14,990,0.283
PAO1,14,1005,0.293
PAO1,14,1020,0.281
PAO1,14,1035,0.292
PAO1,14,1050,0.279
PAO1,14,1065,0.278
PAO1,14,1080,0.278
PAO1,14,1095,0.277
PAO1,14,1110,0.277
PAO1,14,1125,0.276
PAO1,14,1140,0.275
PAO1,14,1155,0.284
PAO1,15,15,0.004
PAO1,15,30,0.003
PAO1,15,45,0.003
PAO1,15,60,0.003
PAO1,15,75,0.005
PAO1,15,90,0.007
PAO1,15,105,0.01
PAO1,15,120,0.014
PAO1,15,135,0.02
PAO1,15,150,0.028
PAO1,15,165,0.038
PAO1,15,180,0.053
PAO1,15,195,0.074
PAO1,15,210,0.095
PAO1,15,225,0.12
PAO1,15,240,0.147
PAO1,15,255,0.169
PAO1,15,270,0.198
PAO1,15,285,0.217
PAO1,15,300,0.242
PAO1,15,315,0.257
PAO1,15,330,0.272
PAO1,15,345,0.287
PAO1,15,360,0.292
PAO1,15,375,0.294
PAO1,15,390,0.294
PAO1,15,405,0.294
PAO1,15,420,0.295
PAO1,15,435,0.295
PAO1,15,450,0.294
PAO1,15,465,0.292
PAO1,15,480,0.293
PAO1,15,495,0.293
PAO1,15,510,0.291
PAO1,15,525,0.291
PAO1,15,540,0.29
PAO1,15,555,0.29
PAO1,15,570,0.288
PAO1,15,585,0.288
PAO1,15,600,0.287
PAO1,15,615,0.29
PAO1,15,630,0.286
PAO1,15,645,0.285
PAO1,15,660,0.288
PAO1,15,675,0.287
PAO1,15,690,0.294
PAO1,15,705,0.296
PAO1,15,720,0.292
PAO1,15,735,0.286
PAO1,15,750,0.283
PAO1,15,765,0.283
PAO1,15,780,0.281
PAO1,15,795,0.281
PAO1,15,810,0.28
PAO1,15,825,0.279
PAO1,15,840,0.28
PAO1,15,855,0.281
PAO1,15,870,0.281
PAO1,15,885,0.284
PAO1,15,900,0.286
PAO1,15,915,0.29
PAO1,15,930,0.286
PAO1,15,945,0.283
PAO1,15,960,0.289
PAO1,15,975,0.285
PAO1,15,990,0.285
PAO1,15,1005,0.288
PAO1,15,1020,0.288
PAO1,15,1035,0.283
PAO1,15,1050,0.286
PAO1,15,1065,0.285
PAO1,15,1080,0.288
PAO1,15,1095,0.285
PAO1,15,1110,0.287
PAO1,15,1125,0.289
PAO1,15,1140,0.286
PAO1,15,1155,0.286
PAO1,16,15,0.003
PAO1,16,30,0.002
PAO1,16,45,0.002
PAO1,16,60,0.002
PAO1,16,75,0.004
PAO1,16,90,0.005
PAO1,16,105,0.008
PAO1,16,120,0.011
PAO1,16,135,0.015
PAO1,16,150,0.022
PAO1,16,165,0.03
PAO1,16,180,0.043
PAO1,16,195,0.061
PAO1,16,210,0.082
PAO1,16,225,0.102
PAO1,16,240,0.142
PAO1,16,255,0.165
PAO1,16,270,0.187
PAO1,16,285,0.198
PAO1,16,300,0.211
PAO1,16,315,0.228
PAO1,16,330,0.242
PAO1,16,345,0.255
PAO1,16,360,0.268
PAO1,16,375,0.272
PAO1,16,390,0.273
PAO1,16,405,0.272
PAO1,16,420,0.27
PAO1,16,435,0.271
PAO1,16,450,0.27
PAO1,16,465,0.27
PAO1,16,480,0.269
PAO1,16,495,0.268
PAO1,16,510,0.267
PAO1,16,525,0.267
PAO1,16,540,0.266
PAO1,16,555,0.265
PAO1,16,570,0.265
PAO1,16,585,0.264
PAO1,16,600,0.264
PAO1,16,615,0.263
PAO1,16,630,0.262
PAO1,16,645,0.262
PAO1,16,660,0.262
PAO1,16,675,0.261
PAO1,16,690,0.261
PAO1,16,705,0.262
PAO1,16,720,0.261
PAO1,16,735,0.258
PAO1,16,750,0.259
PAO1,16,765,0.26
PAO1,16,780,0.259
PAO1,16,795,0.259
PAO1,16,810,0.26
PAO1,16,825,0.258
PAO1,16,840,0.261
PAO1,16,855,0.258
PAO1,16,870,0.26
PAO1,16,885,0.259
PAO1,16,900,0.26
PAO1,16,915,0.26
PAO1,16,930,0.261
PAO1,16,945,0.261
PAO1,16,960,0.26
PAO1,16,975,0.259
PAO1,16,990,0.26
PAO1,16,1005,0.26
PAO1,16,1020,0.259
PAO1,16,1035,0.257
PAO1,16,1050,0.257
PAO1,16,1065,0.259
PAO1,16,1080,0.259
PAO1,16,1095,0.259
PAO1,16,1110,0.258
PAO1,16,1125,0.258
PAO1,16,1140,0.255
PAO1,16,1155,0.257
PAO1,17,15,0.01
PAO1,17,30,0.009
PAO1,17,45,0.008
PAO1,17,60,0.009
PAO1,17,75,0.012
PAO1,17,90,0.013
PAO1,17,105,0.017
PAO1,17,120,0.023
PAO1,17,135,0.029
PAO1,17,150,0.038
PAO1,17,165,0.055
PAO1,17,180,0.074
PAO1,17,195,0.094
PAO1,17,210,0.121
PAO1,17,225,0.152
PAO1,17,240,0.168
PAO1,17,255,0.195
PAO1,17,270,0.211
PAO1,17,285,0.225
PAO1,17,300,0.245
PAO1,17,315,0.253
PAO1,17,330,0.265
PAO1,17,345,0.271
PAO1,17,360,0.274
PAO1,17,375,0.275
PAO1,17,390,0.274
PAO1,17,405,0.273
PAO1,17,420,0.272
PAO1,17,435,0.27
PAO1,17,450,0.269
PAO1,17,465,0.269
PAO1,17,480,0.269
PAO1,17,495,0.27
PAO1,17,510,0.271
PAO1,17,525,0.271
PAO1,17,540,0.269
PAO1,17,555,0.27
PAO1,17,570,0.268
PAO1,17,585,0.269
PAO1,17,600,0.264
PAO1,17,615,0.267
PAO1,17,630,0.265
PAO1,17,645,0.266
PAO1,17,660,0.265
PAO1,17,675,0.262
PAO1,17,690,0.263
PAO1,17,705,0.261
PAO1,17,720,0.26
PAO1,17,735,0.258
PAO1,17,750,0.258
PAO1,17,765,0.259
PAO1,17,780,0.258
PAO1,17,795,0.257
PAO1,17,810,0.256
PAO1,17,825,0.255
PAO1,17,840,0.257
PAO1,17,855,0.256
PAO1,17,870,0.257
PAO1,17,885,0.258
PAO1,17,900,0.259
PAO1,17,915,0.256
PAO1,17,930,0.26
PAO1,17,945,0.257
PAO1,17,960,0.26
PAO1,17,975,0.259
PAO1,17,990,0.26
PAO1,17,1005,0.261
PAO1,17,1020,0.262
PAO1,17,1035,0.259
PAO1,17,1050,0.262
PAO1,17,1065,0.263
PAO1,17,1080,0.257
PAO1,17,1095,0.261
PAO1,17,1110,0.262
PAO1,17,1125,0.263
PAO1,17,1140,0.261
PAO1,17,1155,0.263
PAO1,18,15,0.001
PAO1,18,30,0.001
PAO1,18,45,0.001
PAO1,18,60,0.001
PAO1,18,75,0.002
PAO1,18,90,0.003
PAO1,18,105,0.007
PAO1,18,120,0.01
PAO1,18,135,0.016
PAO1,18,150,0.022
PAO1,18,165,0.033
PAO1,18,180,0.048
PAO1,18,195,0.066
PAO1,18,210,0.087
PAO1,18,225,0.107
PAO1,18,240,0.142
PAO1,18,255,0.161
PAO1,18,270,0.184
PAO1,18,285,0.2
PAO1,18,300,0.219
PAO1,18,315,0.233
PAO1,18,330,0.247
PAO1,18,345,0.259
PAO1,18,360,0.266
PAO1,18,375,0.272
PAO1,18,390,0.267
PAO1,18,405,0.266
PAO1,18,420,0.266
PAO1,18,435,0.265
PAO1,18,450,0.263
PAO1,18,465,0.263
PAO1,18,480,0.262
PAO1,18,495,0.262
PAO1,18,510,0.262
PAO1,18,525,0.261
PAO1,18,540,0.26
PAO1,18,555,0.26
PAO1,18,570,0.259
PAO1,18,585,0.259
PAO1,18,600,0.259
PAO1,18,615,0.259
PAO1,18,630,0.258
PAO1,18,645,0.257
PAO1,18,660,0.256
PAO1,18,675,0.256
PAO1,18,690,0.256
PAO1,18,705,0.255
PAO1,18,720,0.255
PAO1,18,735,0.254
PAO1,18,750,0.254
PAO1,18,765,0.253
PAO1,18,780,0.253
PAO1,18,795,0.252
PAO1,18,810,0.253
PAO1,18,825,0.252
PAO1,18,840,0.253
PAO1,18,855,0.253
PAO1,18,870,0.253
PAO1,18,885,0.254
PAO1,18,900,0.251
PAO1,18,915,0.251
PAO1,18,930,0.25
PAO1,18,945,0.252
PAO1,18,960,0.253
PAO1,18,975,0.254
PAO1,18,990,0.251
PAO1,18,1005,0.255
PAO1,18,1020,0.255
PAO1,18,1035,0.255
PAO1,18,1050,0.256
PAO1,18,1065,0.255
PAO1,18,1080,0.254
PAO1,18,1095,0.255
PAO1,18,1110,0.253
PAO1,18,1125,0.254
PAO1,18,1140,0.255
PAO1,18,1155,0.255
PAO1,19,15,0.003
PAO1,19,30,0.002
PAO1,19,45,0.002
PAO1,19,60,0.003
PAO1,19,75,0.005
PAO1,19,90,0.007
PAO1,19,105,0.011
PAO1,19,120,0.016
PAO1,19,135,0.024
PAO1,19,150,0.035
PAO1,19,165,0.048
PAO1,19,180,0.067
PAO1,19,195,0.09
PAO1,19,210,0.109
PAO1,19,225,0.146
PAO1,19,240,0.165
PAO1,19,255,0.19
PAO1,19,270,0.203
PAO1,19,285,0.219
PAO1,19,300,0.236
PAO1,19,315,0.245
PAO1,19,330,0.258
PAO1,19,345,0.266
PAO1,19,360,0.269
PAO1,19,375,0.268
PAO1,19,390,0.267
PAO1,19,405,0.267
PAO1,19,420,0.265
PAO1,19,435,0.265
PAO1,19,450,0.265
PAO1,19,465,0.264
PAO1,19,480,0.262
PAO1,19,495,0.262
PAO1,19,510,0.262
PAO1,19,525,0.26
PAO1,19,540,0.26
PAO1,19,555,0.26
PAO1,19,570,0.259
PAO1,19,585,0.257
PAO1,19,600,0.257
PAO1,19,615,0.257
PAO1,19,630,0.256
PAO1,19,645,0.255
PAO1,19,660,0.255
PAO1,19,675,0.254
PAO1,19,690,0.253
PAO1,19,705,0.253
PAO1,19,720,0.252
PAO1,19,735,0.252
PAO1,19,750,0.252
PAO1,19,765,0.252
PAO1,19,780,0.251
PAO1,19,795,0.251
PAO1,19,810,0.251
PAO1,19,825,0.251
PAO1,19,840,0.25
PAO1,19,855,0.25
PAO1,19,870,0.253
PAO1,19,885,0.256
PAO1,19,900,0.253
PAO1,19,915,0.254
PAO1,19,930,0.253
PAO1,19,945,0.255
PAO1,19,960,0.252
PAO1,19,975,0.254
PAO1,19,990,0.253
PAO1,19,1005,0.251
PAO1,19,1020,0.252
PAO1,19,1035,0.252
PAO1,19,1050,0.252
PAO1,19,1065,0.252
PAO1,19,1080,0.252
PAO1,19,1095,0.251
PAO1,19,1110,0.252
PAO1,19,1125,0.253
PAO1,19,1140,0.251
PAO1,19,1155,0.252
PAO1,20,15,0.001
PAO1,20,30,0.001
PAO1,20,45,0.001
PAO1,20,60,0.001
PAO1,20,75,0.003
PAO1,20,90,0.005
PAO1,20,105,0.009
PAO1,20,120,0.013
PAO1,20,135,0.019
PAO1,20,150,0.027
PAO1,20,165,0.038
PAO1,20,180,0.054
PAO1,20,195,0.076
PAO1,20,210,0.098
PAO1,20,225,0.127
PAO1,20,240,0.152
PAO1,20,255,0.177
PAO1,20,270,0.192
PAO1,20,285,0.208
PAO1,20,300,0.227
PAO1,20,315,0.242
PAO1,20,330,0.256
PAO1,20,345,0.265
PAO1,20,360,0.267
PAO1,20,375,0.27
PAO1,20,390,0.267
PAO1,20,405,0.266
PAO1,20,420,0.267
PAO1,20,435,0.266
PAO1,20,450,0.264
PAO1,20,465,0.265
PAO1,20,480,0.264
PAO1,20,495,0.263
PAO1,20,510,0.263
PAO1,20,525,0.262
PAO1,20,540,0.262
PAO1,20,555,0.262
PAO1,20,570,0.261
PAO1,20,585,0.26
PAO1,20,600,0.259
PAO1,20,615,0.258
PAO1,20,630,0.258
PAO1,20,645,0.257
PAO1,20,660,0.259
PAO1,20,675,0.256
PAO1,20,690,0.255
PAO1,20,705,0.255
PAO1,20,720,0.255
PAO1,20,735,0.254
PAO1,20,750,0.254
PAO1,20,765,0.253
PAO1,20,780,0.253
PAO1,20,795,0.252
PAO1,20,810,0.252
PAO1,20,825,0.253
PAO1,20,840,0.255
PAO1,20,855,0.252
PAO1,20,870,0.259
PAO1,20,885,0.26
PAO1,20,900,0.259
PAO1,20,915,0.259
PAO1,20,930,0.259
PAO1,20,945,0.26
PAO1,20,960,0.259
PAO1,20,975,0.259
PAO1,20,990,0.258
PAO1,20,1005,0.259
PAO1,20,1020,0.258
PAO1,20,1035,0.257
PAO1,20,1050,0.257
PAO1,20,1065,0.256
PAO1,20,1080,0.257
PAO1,20,1095,0.256
PAO1,20,1110,0.255
PAO1,20,1125,0.256
PAO1,20,1140,0.255
PAO1,20,1155,0.256
PAO1,21,15,0.004
PAO1,21,30,0.004
PAO1,21,45,0.004
PAO1,21,60,0.005
PAO1,21,75,0.007
PAO1,21,90,0.009
PAO1,21,105,0.012
PAO1,21,120,0.017
PAO1,21,135,0.024
PAO1,21,150,0.032
PAO1,21,165,0.044
PAO1,21,180,0.061
PAO1,21,195,0.082
PAO1,21,210,0.105
PAO1,21,225,0.133
PAO1,21,240,0.159
PAO1,21,255,0.187
PAO1,21,270,0.2
PAO1,21,285,0.22
PAO1,21,300,0.244
PAO1,21,315,0.254
PAO1,21,330,0.27
PAO1,21,345,0.278
PAO1,21,360,0.281
PAO1,21,375,0.281
PAO1,21,390,0.28
PAO1,21,405,0.278
PAO1,21,420,0.278
PAO1,21,435,0.277
PAO1,21,450,0.277
PAO1,21,465,0.277
PAO1,21,480,0.277
PAO1,21,495,0.275
PAO1,21,510,0.275
PAO1,21,525,0.274
PAO1,21,540,0.273
PAO1,21,555,0.272
PAO1,21,570,0.272
PAO1,21,585,0.271
PAO1,21,600,0.27
PAO1,21,615,0.269
PAO1,21,630,0.271
PAO1,21,645,0.273
PAO1,21,660,0.272
PAO1,21,675,0.271
PAO1,21,690,0.27
PAO1,21,705,0.268
PAO1,21,720,0.268
PAO1,21,735,0.267
PAO1,21,750,0.267
PAO1,21,765,0.266
PAO1,21,780,0.266
PAO1,21,795,0.265
PAO1,21,810,0.264
PAO1,21,825,0.264
PAO1,21,840,0.263
PAO1,21,855,0.263
PAO1,21,870,0.263
PAO1,21,885,0.264
PAO1,21,900,0.267
PAO1,21,915,0.265
PAO1,21,930,0.267
PAO1,21,945,0.263
PAO1,21,960,0.267
PAO1,21,975,0.267
PAO1,21,990,0.266
PAO1,21,1005,0.268
PAO1,21,1020,0.268
PAO1,21,1035,0.268
PAO1,21,1050,0.27
PAO1,21,1065,0.267
PAO1,21,1080,0.268
PAO1,21,1095,0.268
PAO1,21,1110,0.268
PAO1,21,1125,0.265
PAO1,21,1140,0.265
PAO1,21,1155,0.266
PAO1,22,15,0.005
PAO1,22,30,0.005
PAO1,22,45,0.004
PAO1,22,60,0.007
PAO1,22,75,0.007
PAO1,22,90,0.01
PAO1,22,105,0.015
PAO1,22,120,0.021
PAO1,22,135,0.03
PAO1,22,150,0.041
PAO1,22,165,0.056
PAO1,22,180,0.076
PAO1,22,195,0.098
PAO1,22,210,0.122
PAO1,22,225,0.148
PAO1,22,240,0.173
PAO1,22,255,0.196
PAO1,22,270,0.217
PAO1,22,285,0.237
PAO1,22,300,0.248
PAO1,22,315,0.262
PAO1,22,330,0.27
PAO1,22,345,0.274
PAO1,22,360,0.274
PAO1,22,375,0.275
PAO1,22,390,0.275
PAO1,22,405,0.274
PAO1,22,420,0.274
PAO1,22,435,0.273
PAO1,22,450,0.272
PAO1,22,465,0.272
PAO1,22,480,0.271
PAO1,22,495,0.27
PAO1,22,510,0.27
PAO1,22,525,0.269
PAO1,22,540,0.269
PAO1,22,555,0.269
PAO1,22,570,0.268
PAO1,22,585,0.267
PAO1,22,600,0.267
PAO1,22,615,0.268
PAO1,22,630,0.27
PAO1,22,645,0.27
PAO1,22,660,0.269
PAO1,22,675,0.266
PAO1,22,690,0.265
PAO1,22,705,0.265
PAO1,22,720,0.264
PAO1,22,735,0.263
PAO1,22,750,0.262
PAO1,22,765,0.263
PAO1,22,780,0.262
PAO1,22,795,0.261
PAO1,22,810,0.26
PAO1,22,825,0.26
PAO1,22,840,0.26
PAO1,22,855,0.261
PAO1,22,870,0.26
PAO1,22,885,0.261
PAO1,22,900,0.261
PAO1,22,915,0.263
PAO1,22,930,0.262
PAO1,22,945,0.261
PAO1,22,960,0.262
PAO1,22,975,0.261
PAO1,22,990,0.261
PAO1,22,1005,0.263
PAO1,22,1020,0.262
PAO1,22,1035,0.262
PAO1,22,1050,0.263
PAO1,22,1065,0.261
PAO1,22,1080,0.263
PAO1,22,1095,0.263
PAO1,22,1110,0.264
PAO1,22,1125,0.262
PAO1,22,1140,0.264
PAO1,22,1155,0.262
PAO1,23,15,0.007
PAO1,23,30,0.006
PAO1,23,45,0.005
PAO1,23,60,0.006
PAO1,23,75,0.007
PAO1,23,90,0.009
PAO1,23,105,0.012
PAO1,23,120,0.017
PAO1,23,135,0.024
PAO1,23,150,0.032
PAO1,23,165,0.044
PAO1,23,180,0.064
PAO1,23,195,0.085
PAO1,23,210,0.105
PAO1,23,225,0.14
PAO1,23,240,0.162
PAO1,23,255,0.178
PAO1,23,270,0.198
PAO1,23,285,0.211
PAO1,23,300,0.227
PAO1,23,315,0.242
PAO1,23,330,0.254
PAO1,23,345,0.266
PAO1,23,360,0.272
PAO1,23,375,0.273
PAO1,23,390,0.273
PAO1,23,405,0.272
PAO1,23,420,0.27
PAO1,23,435,0.269
PAO1,23,450,0.269
PAO1,23,465,0.268
PAO1,23,480,0.267
PAO1,23,495,0.266
PAO1,23,510,0.265
PAO1,23,525,0.265
PAO1,23,540,0.264
PAO1,23,555,0.264
PAO1,23,570,0.263
PAO1,23,585,0.262
PAO1,23,600,0.262
PAO1,23,615,0.261
PAO1,23,630,0.26
PAO1,23,645,0.26
PAO1,23,660,0.259
PAO1,23,675,0.259
PAO1,23,690,0.259
PAO1,23,705,0.258
PAO1,23,720,0.257
PAO1,23,735,0.257
PAO1,23,750,0.257
PAO1,23,765,0.257
PAO1,23,780,0.257
PAO1,23,795,0.257
PAO1,23,810,0.257
PAO1,23,825,0.256
PAO1,23,840,0.258
PAO1,23,855,0.257
PAO1,23,870,0.257
PAO1,23,885,0.256
PAO1,23,900,0.256
PAO1,23,915,0.256
PAO1,23,930,0.256
PAO1,23,945,0.256
PAO1,23,960,0.257
PAO1,23,975,0.256
PAO1,23,990,0.257
PAO1,23,1005,0.256
PAO1,23,1020,0.256
PAO1,23,1035,0.255
PAO1,23,1050,0.255
PAO1,23,1065,0.256
PAO1,23,1080,0.255
PAO1,23,1095,0.256
PAO1,23,1110,0.256
PAO1,23,1125,0.257
PAO1,23,1140,0.257
PAO1,23,1155,0.256
PAO1,24,15,0.004
PAO1,24,30,0.003
PAO1,24,45,0.003
PAO1,24,60,0.003
PAO1,24,75,0.004
PAO1,24,90,0.005
PAO1,24,105,0.009
PAO1,24,120,0.014
PAO1,24,135,0.019
PAO1,24,150,0.029
PAO1,24,165,0.039
PAO1,24,180,0.058
PAO1,24,195,0.078
PAO1,24,210,0.099
PAO1,24,225,0.132
PAO1,24,240,0.155
PAO1,24,255,0.174
PAO1,24,270,0.194
PAO1,24,285,0.21
PAO1,24,300,0.227
PAO1,24,315,0.242
PAO1,24,330,0.253
PAO1,24,345,0.264
PAO1,24,360,0.271
PAO1,24,375,0.272
PAO1,24,390,0.27
PAO1,24,405,0.269
PAO1,24,420,0.268
PAO1,24,435,0.267
PAO1,24,450,0.265
PAO1,24,465,0.264
PAO1,24,480,0.264
PAO1,24,495,0.263
PAO1,24,510,0.262
PAO1,24,525,0.262
PAO1,24,540,0.261
PAO1,24,555,0.26
PAO1,24,570,0.259
PAO1,24,585,0.259
PAO1,24,600,0.259
PAO1,24,615,0.257
PAO1,24,630,0.257
PAO1,24,645,0.256
PAO1,24,660,0.256
PAO1,24,675,0.256
PAO1,24,690,0.255
PAO1,24,705,0.254
PAO1,24,720,0.255
PAO1,24,735,0.254
PAO1,24,750,0.254
PAO1,24,765,0.253
PAO1,24,780,0.253
PAO1,24,795,0.252
PAO1,24,810,0.252
PAO1,24,825,0.252
PAO1,24,840,0.252
PAO1,24,855,0.251
PAO1,24,870,0.252
PAO1,24,885,0.254
PAO1,24,900,0.253
PAO1,24,915,0.255
PAO1,24,930,0.255
PAO1,24,945,0.253
PAO1,24,960,0.253
PAO1,24,975,0.254
PAO1,24,990,0.253
PAO1,24,1005,0.253
PAO1,24,1020,0.255
PAO1,24,1035,0.253
PAO1,24,1050,0.255
PAO1,24,1065,0.254
PAO1,24,1080,0.254
PAO1,24,1095,0.253
PAO1,24,1110,0.255
PAO1,24,1125,0.254
PAO1,24,1140,0.253
PAO1,24,1155,0.255
PAO1,25,15,0.008
PAO1,25,30,0.006
PAO1,25,45,0.006
PAO1,25,60,0.008
PAO1,25,75,0.009
PAO1,25,90,0.012
PAO1,25,105,0.016
PAO1,25,120,0.024
PAO1,25,135,0.029
PAO1,25,150,0.04
PAO1,25,165,0.055
PAO1,25,180,0.074
PAO1,25,195,0.095
PAO1,25,210,0.121
PAO1,25,225,0.152
PAO1,25,240,0.17
PAO1,25,255,0.195
PAO1,25,270,0.212
PAO1,25,285,0.231
PAO1,25,300,0.249
PAO1,25,315,0.265
PAO1,25,330,0.276
PAO1,25,345,0.286
PAO1,25,360,0.288
PAO1,25,375,0.284
PAO1,25,390,0.284
PAO1,25,405,0.283
PAO1,25,420,0.285
PAO1,25,435,0.282
PAO1,25,450,0.281
PAO1,25,465,0.281
PAO1,25,480,0.282
PAO1,25,495,0.284
PAO1,25,510,0.282
PAO1,25,525,0.282
PAO1,25,540,0.282
PAO1,25,555,0.282
PAO1,25,570,0.28
PAO1,25,585,0.276
PAO1,25,600,0.275
